1,1,1000,77.77777777777779
1,2,1000,91.66666666666666
1,3,1000,77.77777777777779
1,4,1000,91.66666666666666
1,5,1000,91.66666666666666
1,6,1000,91.66666666666666
1,7,1000,77.77777777777779
1,8,1000,91.66666666666666
1,9,1000,91.66666666666666
1,10,1000,91.66666666666666
1,11,1000,80.55555555555556
1,12,1000,80.55555555555556
1,13,1000,80.55555555555556
1,14,1000,91.66666666666666
1,15,1000,77.77777777777779
1,16,1000,91.66666666666666
1,17,1000,91.66666666666666
1,18,1000,94.44444444444444
1,19,1000,94.44444444444444
1,20,1000,88.88888888888889
1,21,1000,91.66666666666666
1,22,1000,91.66666666666666
1,23,1000,91.66666666666666
1,24,1000,77.77777777777779
1,25,1000,91.66666666666666
2,1,1000,94.44444444444444
2,2,1000,97.22222222222221
2,3,469,100.0
2,4,280,100.0
2,5,299,100.0
2,6,207,100.0
2,7,213,100.0
2,8,340,100.0
2,9,231,100.0
2,10,1000,97.22222222222221
2,11,266,100.0
2,12,301,100.0
2,13,1000,97.22222222222221
2,14,301,100.0
2,15,456,100.0
2,16,266,100.0
2,17,391,100.0
2,18,409,100.0
2,19,351,100.0
2,20,275,100.0
2,21,376,100.0
2,22,275,100.0
2,23,391,100.0
2,24,374,100.0
2,25,297,100.0
3,1,1000,97.22222222222221
3,2,214,100.0
3,3,212,100.0
3,4,275,100.0
3,5,334,100.0
3,6,211,100.0
3,7,240,100.0
3,8,287,100.0
3,9,284,100.0
3,10,290,100.0
3,11,271,100.0
3,12,308,100.0
3,13,326,100.0
3,14,454,100.0
3,15,240,100.0
3,16,902,100.0
3,17,236,100.0
3,18,353,100.0
3,19,253,100.0
3,20,383,100.0
3,21,246,100.0
3,22,297,100.0
3,23,266,100.0
3,24,338,100.0
3,25,350,100.0
4,1,1000,100.0
4,2,513,100.0
4,3,246,100.0
4,4,265,100.0
4,5,176,100.0
4,6,285,100.0
4,7,198,100.0
4,8,233,100.0
4,9,229,100.0
4,10,259,100.0
